ticket_id,timestamp,category,priority,resolution_time_hrs,customer_sentiment
TICK-105588,2025-04-05 02:16:15.534761,Shipping Update,Low,1.61,Negative
TICK-106981,2025-04-05 02:58:07.963583,Product Question,Low,5.07,Positive
TICK-109308,2025-04-05 03:37:33.521489,Shipping Update,Low,1.09,Negative
TICK-101586,2025-04-05 05:12:37.519510,Shipping Update,Low,1.07,Neutral
TICK-109305,2025-04-05 06:16:15.022189,Shipping Update,Low,1.45,Neutral
TICK-109383,2025-04-05 06:41:24.310783,Shipping Update,Medium,0.67,Neutral
TICK-106185,2025-04-05 07:39:08.441271,Product Question,Medium,2.22,Negative
TICK-106382,2025-04-05 10:46:35.949618,Refund Request,Low,1.63,Neutral
TICK-109737,2025-04-05 11:49:26.128712,Refund Request,Low,1.64,Positive
TICK-103818,2025-04-05 12:04:54.419714,Shipping Update,Low,0.85,Neutral
TICK-109024,2025-04-05 14:15:26.340940,Shipping Update,Low,1.02,Neutral
TICK-104947,2025-04-05 14:23:17.945010,Technical Issue,Medium,14.07,Negative
TICK-107170,2025-04-05 15:36:36.836005,Refund Request,High,1.65,Neutral
TICK-109143,2025-04-05 16:07:35.156508,Shipping Update,Medium,0.86,Negative
TICK-106695,2025-04-05 16:15:29.707794,Refund Request,Medium,1.3,Neutral
TICK-106893,2025-04-05 16:26:45.427137,Refund Request,Low,2.39,Positive
TICK-109755,2025-04-05 16:34:52.736176,Shipping Update,Medium,1.52,Positive
TICK-102548,2025-04-05 18:19:59.816330,Refund Request,Medium,3.01,Neutral
TICK-108064,2025-04-05 21:15:03.791922,Shipping Update,Low,0.7,Neutral
TICK-104227,2025-04-05 21:58:39.259017,Product Question,Low,3.55,Neutral
TICK-105705,2025-04-05 22:49:04.618942,Refund Request,Low,0.87,Neutral
TICK-102660,2025-04-05 23:14:25.327242,Product Question,Low,1.87,Negative
TICK-104781,2025-04-06 03:14:46.098905,Shipping Update,Medium,1.12,Positive
TICK-100660,2025-04-06 05:56:27.659347,Shipping Update,Medium,0.79,Neutral
TICK-100179,2025-04-06 06:14:17.431310,Product Question,Low,8.91,Neutral
TICK-105285,2025-04-06 06:37:50.101938,Product Question,High,3.54,Neutral
TICK-108069,2025-04-06 07:53:47.652556,Product Question,Medium,2.6,Neutral
TICK-107821,2025-04-06 08:45:30.596578,Shipping Update,Low,1.41,Positive
TICK-100182,2025-04-06 09:29:13.785585,Refund Request,Low,1.3,Neutral
TICK-102131,2025-04-06 09:42:10.655406,Shipping Update,Medium,1.01,Negative
TICK-106919,2025-04-06 10:45:31.648276,Shipping Update,Low,0.99,Neutral
TICK-103478,2025-04-06 11:13:22.916378,Billing Inquiry,Low,7.93,Positive
TICK-104569,2025-04-06 11:22:39.981543,Shipping Update,Low,1.01,Negative
TICK-103515,2025-04-06 12:13:27.944115,Technical Issue,Low,29.03,Neutral
TICK-103023,2025-04-06 14:13:40.093319,Product Question,Medium,4.76,Neutral
TICK-102426,2025-04-06 15:48:24.510408,Shipping Update,Low,1.26,Positive
TICK-107716,2025-04-06 16:22:52.882770,Shipping Update,Low,0.75,Neutral
TICK-105295,2025-04-06 16:26:52.246370,Refund Request,Low,1.87,Neutral
TICK-101465,2025-04-06 17:32:40.073116,Shipping Update,Low,1.27,Neutral
TICK-109276,2025-04-06 19:59:43.788965,Billing Inquiry,Low,4.22,Neutral
TICK-103079,2025-04-06 21:45:31.583452,Technical Issue,Low,21.73,Neutral
TICK-109797,2025-04-06 22:28:40.809820,Shipping Update,High,1.16,Positive
TICK-109019,2025-04-06 23:13:48.404982,Shipping Update,Low,1.31,Neutral
TICK-108834,2025-04-06 23:55:46.853228,Product Question,Medium,3.98,Negative
TICK-100363,2025-04-07 00:09:13.526013,Technical Issue,Low,28.18,Negative
TICK-102549,2025-04-07 00:35:19.130428,Refund Request,Low,4.61,Negative
TICK-103542,2025-04-07 00:40:04.252219,Product Question,Low,4.26,Neutral
TICK-101113,2025-04-07 00:55:10.626745,Refund Request,Low,2.44,Neutral
TICK-103720,2025-04-07 02:21:58.868807,Shipping Update,High,1.49,Neutral
TICK-101854,2025-04-07 02:39:39.379818,Shipping Update,Low,1.49,Neutral
TICK-101490,2025-04-07 03:01:04.931039,Billing Inquiry,Medium,4.01,Neutral
TICK-100296,2025-04-07 03:37:31.861940,Shipping Update,High,1.43,Negative
TICK-103982,2025-04-07 04:55:30.643990,Product Question,Low,10.58,Neutral
TICK-103658,2025-04-07 05:00:21.034219,Shipping Update,Low,1.07,Neutral
TICK-100711,2025-04-07 07:04:38.860132,Product Question,Low,2.89,Neutral
TICK-103196,2025-04-07 07:06:18.659700,Shipping Update,Low,1.33,Neutral
TICK-104738,2025-04-07 07:15:15.216052,Shipping Update,Medium,0.58,Neutral
TICK-104566,2025-04-07 07:30:26.666536,Shipping Update,Low,1.41,Neutral
TICK-101386,2025-04-07 08:06:46.868285,Shipping Update,Medium,1.68,Neutral
TICK-109823,2025-04-07 08:11:57.330615,Shipping Update,Low,0.83,Negative
TICK-103878,2025-04-07 08:38:31.642606,Billing Inquiry,Low,2.71,Neutral
TICK-107645,2025-04-07 08:51:22.443398,Billing Inquiry,Medium,4.01,Positive
TICK-106537,2025-04-07 11:23:41.950362,Shipping Update,Medium,1.32,Neutral
TICK-107813,2025-04-07 11:38:43.133840,Shipping Update,Low,0.85,Positive
TICK-104480,2025-04-07 12:49:07.845348,Shipping Update,Medium,0.62,Neutral
TICK-108050,2025-04-07 13:08:02.223640,Shipping Update,Medium,0.65,Negative
TICK-107424,2025-04-07 13:12:25.896241,Billing Inquiry,Low,2.44,Neutral
TICK-108344,2025-04-07 13:15:06.989334,Product Question,Low,1.35,Neutral
TICK-108248,2025-04-07 14:12:03.377886,Shipping Update,Low,3.86,Negative
TICK-103328,2025-04-07 17:23:59.517246,Shipping Update,Low,0.65,Neutral
TICK-102695,2025-04-07 17:46:26.479556,Refund Request,Low,3.55,Neutral
TICK-108540,2025-04-07 19:22:23.037933,Billing Inquiry,Medium,4.4,Positive
TICK-105496,2025-04-07 20:35:19.999402,Product Question,Low,2.85,Neutral
TICK-107542,2025-04-07 20:46:55.981604,Shipping Update,Low,1.37,Neutral
TICK-109696,2025-04-07 21:01:47.555071,Billing Inquiry,Medium,5.25,Positive
TICK-102528,2025-04-07 22:08:16.529756,Shipping Update,Low,2.28,Neutral
TICK-109316,2025-04-07 23:11:55.131224,Product Question,Low,2.68,Neutral
TICK-102557,2025-04-07 23:50:46.897841,Technical Issue,High,24.03,Positive
TICK-106331,2025-04-08 00:35:37.921483,Refund Request,Low,1.16,Negative
TICK-103090,2025-04-08 01:07:37.750801,Shipping Update,Low,0.48,Neutral
TICK-105921,2025-04-08 01:59:11.258164,Product Question,High,3.2,Neutral
TICK-105560,2025-04-08 03:05:34.761022,Shipping Update,Medium,0.66,Negative
TICK-105117,2025-04-08 03:16:59.155137,Shipping Update,Low,0.79,Positive
TICK-107432,2025-04-08 03:19:04.246480,Shipping Update,Low,1.2,Neutral
TICK-104428,2025-04-08 03:32:46.177544,Shipping Update,Low,1.04,Negative
TICK-100483,2025-04-08 05:47:46.960121,Shipping Update,Low,1.08,Negative
TICK-108871,2025-04-08 07:31:25.551845,Shipping Update,Low,1.03,Negative
TICK-101637,2025-04-08 07:44:30.124586,Shipping Update,Medium,1.18,Neutral
TICK-108044,2025-04-08 07:59:54.258597,Product Question,High,4.39,Positive
TICK-102245,2025-04-08 09:13:11.542888,Shipping Update,High,1.04,Positive
TICK-104449,2025-04-08 09:13:13.918464,Shipping Update,Low,1.82,Negative
TICK-104986,2025-04-08 09:19:49.896783,Product Question,Low,2.75,Positive
TICK-100886,2025-04-08 10:04:26.213684,Shipping Update,Low,1.26,Negative
TICK-107649,2025-04-08 11:03:00.980654,Refund Request,Low,1.31,Neutral
TICK-108301,2025-04-08 11:13:53.443000,Shipping Update,Medium,0.83,Neutral
TICK-100216,2025-04-08 11:56:18.929501,Refund Request,Low,1.47,Neutral
TICK-105750,2025-04-08 12:48:26.256659,Shipping Update,Medium,0.98,Neutral
TICK-101277,2025-04-08 13:14:31.528782,Product Question,Medium,3.51,Neutral
TICK-108382,2025-04-08 14:06:24.167759,Shipping Update,Medium,1.04,Positive
TICK-106857,2025-04-08 14:55:39.250697,Shipping Update,Medium,0.89,Neutral
TICK-109617,2025-04-08 15:35:35.443504,Shipping Update,Low,0.63,Neutral
TICK-107069,2025-04-08 15:45:13.011405,Shipping Update,Low,0.44,Negative
TICK-100978,2025-04-08 15:50:59.401053,Technical Issue,Low,12.74,Negative
TICK-106250,2025-04-08 16:29:47.994395,Billing Inquiry,Medium,3.98,Negative
TICK-101714,2025-04-08 17:56:33.378467,Billing Inquiry,Low,4.04,Positive
TICK-108883,2025-04-08 19:05:40.154295,Shipping Update,Low,0.86,Negative
TICK-103669,2025-04-08 20:39:37.212865,Shipping Update,Low,1.15,Negative
TICK-104317,2025-04-08 21:04:58.231269,Shipping Update,Low,1.57,Neutral
TICK-101710,2025-04-08 21:12:35.605488,Shipping Update,Medium,1.56,Neutral
TICK-104113,2025-04-08 22:05:01.042778,Refund Request,Low,1.08,Neutral
TICK-105593,2025-04-08 22:27:20.168544,Shipping Update,Medium,1.17,Positive
TICK-108877,2025-04-08 23:10:06.038983,Billing Inquiry,High,3.06,Negative
TICK-108531,2025-04-09 00:40:59.549454,Billing Inquiry,Low,2.81,Neutral
TICK-102150,2025-04-09 01:39:06.188871,Shipping Update,Low,0.93,Negative
TICK-109783,2025-04-09 03:28:47.258430,Technical Issue,Medium,27.31,Negative
TICK-102368,2025-04-09 04:05:08.289775,Shipping Update,Low,0.64,Neutral
TICK-104109,2025-04-09 06:21:30.268842,Product Question,High,3.29,Neutral
TICK-106668,2025-04-09 07:16:12.132335,Shipping Update,Low,1.17,Positive
TICK-108603,2025-04-09 07:59:04.398286,Shipping Update,High,1.18,Positive
TICK-100634,2025-04-09 09:07:22.200977,Shipping Update,Medium,0.67,Neutral
TICK-106063,2025-04-09 09:38:20.470534,Refund Request,Low,5.2,Neutral
TICK-107238,2025-04-09 10:24:35.057714,Product Question,Low,2.07,Neutral
TICK-104378,2025-04-09 10:52:34.692518,Product Question,Medium,3.38,Positive
TICK-108308,2025-04-09 10:53:44.235962,Billing Inquiry,Low,3.87,Neutral
TICK-100496,2025-04-09 11:27:44.208039,Refund Request,Low,1.32,Neutral
TICK-101661,2025-04-09 11:30:51.133271,Product Question,Low,2.86,Positive
TICK-108743,2025-04-09 11:42:06.620559,Shipping Update,Low,1.42,Positive
TICK-109470,2025-04-09 12:22:58.577298,Technical Issue,Medium,28.3,Neutral
TICK-105233,2025-04-09 13:02:02.146635,Technical Issue,Medium,21.66,Negative
TICK-100227,2025-04-09 14:41:07.233768,Product Question,Low,1.95,Negative
TICK-104007,2025-04-09 15:12:36.929192,Product Question,Low,2.33,Neutral
TICK-104080,2025-04-09 15:37:36.580368,Product Question,Medium,3.87,Neutral
TICK-105353,2025-04-09 15:50:22.965420,Shipping Update,Low,1.59,Negative
TICK-106387,2025-04-09 17:03:16.346979,Shipping Update,Medium,0.57,Neutral
TICK-104923,2025-04-09 18:39:57.106163,Shipping Update,Low,1.76,Negative
TICK-105324,2025-04-09 19:01:09.315384,Refund Request,Low,2.17,Positive
TICK-109159,2025-04-09 19:46:52.733861,Shipping Update,Low,1.61,Negative
TICK-101098,2025-04-09 19:50:04.770924,Product Question,Low,4.33,Positive
TICK-105237,2025-04-09 20:10:11.693635,Technical Issue,Medium,38.83,Negative
TICK-105962,2025-04-09 21:12:48.722087,Shipping Update,Low,1.01,Positive
TICK-106380,2025-04-09 21:29:03.093197,Technical Issue,Low,54.66,Neutral
TICK-105837,2025-04-09 22:20:37.362208,Refund Request,Medium,3.56,Positive
TICK-105894,2025-04-09 23:39:38.870764,Shipping Update,Low,1.2,Neutral
TICK-104233,2025-04-10 00:07:02.104911,Shipping Update,Medium,1.22,Neutral
TICK-100127,2025-04-10 01:33:03.942993,Shipping Update,Low,0.8,Neutral
TICK-107948,2025-04-10 04:37:56.042824,Shipping Update,Medium,1.48,Negative
TICK-107803,2025-04-10 05:16:12.282288,Shipping Update,Medium,1.08,Positive
TICK-103444,2025-04-10 07:05:05.751647,Product Question,Low,3.96,Neutral
TICK-109779,2025-04-10 07:16:56.236302,Billing Inquiry,Low,5.79,Neutral
TICK-106833,2025-04-10 09:52:02.622020,Refund Request,High,2.09,Negative
TICK-103462,2025-04-10 10:19:41.024514,Product Question,Medium,3.19,Neutral
TICK-105679,2025-04-10 11:18:51.870664,Product Question,Low,2.46,Neutral
TICK-102564,2025-04-10 11:35:51.649701,Product Question,Low,2.1,Neutral
TICK-106540,2025-04-10 11:53:08.029186,Product Question,Medium,3.36,Negative
TICK-106202,2025-04-10 12:06:44.433494,Billing Inquiry,Medium,12.51,Negative
TICK-109070,2025-04-10 14:18:02.840335,Technical Issue,Low,34.72,Negative
TICK-101822,2025-04-10 15:22:32.924592,Technical Issue,Low,21.94,Negative
TICK-105835,2025-04-10 16:33:54.689242,Billing Inquiry,Low,4.23,Neutral
TICK-103161,2025-04-10 16:40:28.845558,Shipping Update,Low,1.2,Neutral
TICK-109387,2025-04-10 17:33:33.609730,Product Question,Medium,6.03,Negative
TICK-102529,2025-04-10 18:51:08.103951,Shipping Update,Low,0.64,Neutral
TICK-109883,2025-04-10 19:05:33.013561,Shipping Update,Medium,1.2,Neutral
TICK-105424,2025-04-10 19:13:58.805022,Product Question,Low,2.79,Negative
TICK-101937,2025-04-10 20:12:55.260468,Shipping Update,Medium,1.21,Negative
TICK-102058,2025-04-10 20:42:48.373726,Technical Issue,Medium,26.66,Neutral
TICK-103246,2025-04-10 20:48:34.830477,Billing Inquiry,Low,5.97,Positive
TICK-103142,2025-04-10 23:10:17.074502,Billing Inquiry,Low,4.81,Negative
TICK-101331,2025-04-10 23:21:37.187527,Shipping Update,Medium,1.63,Neutral
TICK-102101,2025-04-11 00:09:06.569246,Refund Request,High,1.39,Negative
TICK-101774,2025-04-11 00:14:14.377952,Product Question,Low,2.23,Neutral
TICK-105580,2025-04-11 00:16:41.099491,Product Question,Medium,6.42,Positive
TICK-107018,2025-04-11 01:28:37.693690,Shipping Update,Low,1.68,Neutral
TICK-106635,2025-04-11 01:47:14.863746,Refund Request,Medium,1.71,Neutral
TICK-101182,2025-04-11 02:05:04.142920,Refund Request,Low,2.89,Neutral
TICK-101313,2025-04-11 02:27:10.626554,Refund Request,Medium,2.5,Neutral
TICK-103037,2025-04-11 03:06:08.836478,Product Question,Low,3.21,Neutral
TICK-108439,2025-04-11 03:20:30.343142,Product Question,Medium,3.68,Negative
TICK-102716,2025-04-11 04:16:29.900985,Refund Request,Low,2.57,Positive
TICK-107169,2025-04-11 04:19:30.807521,Billing Inquiry,Low,5.08,Negative
TICK-104304,2025-04-11 05:01:14.871486,Shipping Update,Low,0.59,Positive
TICK-103942,2025-04-11 05:44:52.920195,Product Question,Medium,2.36,Positive
TICK-109462,2025-04-11 05:49:54.844868,Product Question,Medium,2.89,Neutral
TICK-100606,2025-04-11 06:41:32.519622,Shipping Update,Low,0.73,Positive
TICK-106977,2025-04-11 06:51:26.578176,Shipping Update,Low,1.49,Neutral
TICK-105383,2025-04-11 06:59:39.984166,Billing Inquiry,Low,9.81,Neutral
TICK-107048,2025-04-11 07:32:41.225491,Technical Issue,Low,14.43,Negative
TICK-109666,2025-04-11 07:33:51.104827,Shipping Update,Medium,0.96,Negative
TICK-104811,2025-04-11 08:17:22.055426,Technical Issue,Medium,11.16,Negative
TICK-108038,2025-04-11 08:40:48.495822,Product Question,Medium,2.9,Negative
TICK-104241,2025-04-11 09:57:08.570063,Refund Request,Low,2.86,Positive
TICK-107013,2025-04-11 11:20:00.033433,Shipping Update,Low,1.34,Neutral
TICK-101049,2025-04-11 11:23:44.471059,Refund Request,Low,3.47,Neutral
TICK-105584,2025-04-11 12:06:39.804112,Technical Issue,Low,38.28,Neutral
TICK-103747,2025-04-11 16:51:53.982905,Product Question,Low,3.22,Neutral
TICK-106274,2025-04-11 17:03:47.548495,Shipping Update,Medium,0.85,Neutral
TICK-107448,2025-04-11 17:05:49.500617,Refund Request,Medium,3.28,Positive
TICK-105105,2025-04-11 17:55:10.271568,Technical Issue,Medium,26.02,Neutral
TICK-106313,2025-04-11 19:31:36.890230,Shipping Update,Low,1.28,Neutral
TICK-106597,2025-04-11 22:22:50.362389,Product Question,Medium,2.35,Neutral
TICK-109620,2025-04-11 22:24:23.560692,Technical Issue,High,27.74,Negative
TICK-103918,2025-04-11 22:41:25.454430,Shipping Update,High,1.46,Neutral
TICK-105291,2025-04-11 23:10:59.320180,Shipping Update,High,1.2,Neutral
TICK-107011,2025-04-12 00:34:50.307843,Product Question,Medium,3.04,Neutral
TICK-106737,2025-04-12 00:52:26.484844,Shipping Update,Low,1.14,Positive
TICK-100724,2025-04-12 02:49:03.112259,Technical Issue,Low,25.7,Negative
TICK-100990,2025-04-12 02:50:48.704500,Shipping Update,Low,1.09,Negative
TICK-101158,2025-04-12 02:56:26.286748,Refund Request,Low,2.96,Negative
TICK-102701,2025-04-12 04:02:17.287068,Product Question,Low,4.64,Positive
TICK-100538,2025-04-12 04:37:28.461667,Shipping Update,Low,1.5,Neutral
TICK-100310,2025-04-12 05:07:31.724336,Product Question,Low,2.75,Neutral
TICK-106356,2025-04-12 06:12:21.152199,Product Question,Medium,7.08,Positive
TICK-108773,2025-04-12 07:49:33.254257,Product Question,Low,3.9,Negative
TICK-109147,2025-04-12 07:52:43.127643,Product Question,Medium,2.48,Negative
TICK-103419,2025-04-12 11:03:51.586824,Shipping Update,Low,0.81,Positive
TICK-105918,2025-04-12 11:11:24.199895,Shipping Update,Low,1.29,Negative
TICK-106112,2025-04-12 11:19:42.457708,Shipping Update,Medium,1.21,Positive
TICK-100311,2025-04-12 11:24:52.384396,Billing Inquiry,Low,7.76,Negative
TICK-104591,2025-04-12 12:29:31.563818,Billing Inquiry,Low,5.41,Positive
TICK-105079,2025-04-12 13:46:39.118202,Shipping Update,Medium,1.81,Neutral
TICK-100056,2025-04-12 13:49:31.787706,Product Question,Low,2.14,Negative
TICK-107862,2025-04-12 14:10:33.445367,Shipping Update,Low,0.57,Negative
TICK-101908,2025-04-12 16:20:51.245202,Product Question,Low,1.86,Negative
TICK-109690,2025-04-12 17:04:48.999649,Shipping Update,Medium,1.21,Positive
TICK-103039,2025-04-12 17:09:31.000791,Shipping Update,Medium,0.92,Positive
TICK-100481,2025-04-12 18:49:54.864784,Product Question,Medium,2.05,Negative
TICK-105480,2025-04-12 21:49:19.861085,Product Question,Low,6.57,Negative
TICK-108310,2025-04-12 22:15:39.535944,Refund Request,Medium,1.39,Negative
TICK-108740,2025-04-12 22:18:20.054636,Shipping Update,Low,0.74,Positive
TICK-104576,2025-04-13 01:24:34.010984,Shipping Update,Low,0.62,Positive
TICK-104523,2025-04-13 01:25:38.637119,Billing Inquiry,Medium,11.47,Negative
TICK-104864,2025-04-13 02:02:41.869050,Shipping Update,Medium,0.97,Negative
TICK-102544,2025-04-13 02:15:39.128546,Technical Issue,Low,63.35,Neutral
TICK-107165,2025-04-13 07:16:19.592051,Shipping Update,Medium,0.95,Neutral
TICK-102976,2025-04-13 07:50:39.891998,Product Question,Low,4.97,Negative
TICK-109513,2025-04-13 07:57:06.682337,Refund Request,Medium,1.81,Neutral
TICK-107340,2025-04-13 08:13:14.467952,Product Question,Low,2.36,Negative
TICK-108887,2025-04-13 08:59:51.628773,Shipping Update,Low,0.95,Neutral
TICK-105418,2025-04-13 08:59:54.673790,Billing Inquiry,Low,3.98,Neutral
TICK-106249,2025-04-13 09:21:27.678270,Product Question,Medium,4.49,Neutral
TICK-106730,2025-04-13 09:44:35.221264,Shipping Update,Low,1.96,Neutral
TICK-104787,2025-04-13 10:15:12.524849,Product Question,Medium,2.31,Positive
TICK-104246,2025-04-13 10:27:43.083356,Shipping Update,Low,1.07,Negative
TICK-101116,2025-04-13 12:41:16.291731,Product Question,Medium,7.85,Negative
TICK-105142,2025-04-13 12:59:50.665683,Product Question,High,4.54,Positive
TICK-105779,2025-04-13 13:33:17.473518,Shipping Update,Low,1.32,Positive
TICK-103341,2025-04-13 14:36:18.087460,Refund Request,Low,1.81,Neutral
TICK-105840,2025-04-13 14:47:00.949364,Billing Inquiry,Low,5.77,Neutral
TICK-107187,2025-04-13 15:01:39.767190,Shipping Update,Medium,2.34,Neutral
TICK-108584,2025-04-13 16:35:22.869824,Shipping Update,Low,0.9,Neutral
TICK-108793,2025-04-13 17:09:02.091699,Product Question,Medium,2.69,Negative
TICK-107929,2025-04-13 18:32:28.210955,Refund Request,Low,1.1,Positive
TICK-109577,2025-04-13 19:12:09.145789,Technical Issue,Low,32.44,Neutral
TICK-101787,2025-04-13 20:11:37.796457,Product Question,Low,2.22,Neutral
TICK-104123,2025-04-13 21:28:29.499461,Billing Inquiry,Medium,5.43,Neutral
TICK-104140,2025-04-13 22:43:28.191153,Technical Issue,Low,30.74,Neutral
TICK-100501,2025-04-13 23:02:47.785095,Technical Issue,Medium,51.51,Negative
TICK-101335,2025-04-14 03:04:38.320104,Product Question,Low,2.62,Positive
TICK-107801,2025-04-14 03:22:30.135221,Shipping Update,High,0.76,Neutral
TICK-103964,2025-04-14 03:57:37.070622,Refund Request,High,1.57,Neutral
TICK-108284,2025-04-14 05:34:48.330518,Billing Inquiry,Low,3.35,Neutral
TICK-100477,2025-04-14 06:03:29.529044,Product Question,Low,3.4,Neutral
TICK-109647,2025-04-14 07:59:18.903752,Product Question,Low,2.97,Positive
TICK-107732,2025-04-14 09:15:57.154617,Shipping Update,Low,0.85,Neutral
TICK-101752,2025-04-14 09:52:27.398657,Billing Inquiry,Low,3.85,Neutral
TICK-100596,2025-04-14 13:06:58.207628,Shipping Update,Medium,0.9,Positive
TICK-105553,2025-04-14 14:01:17.800591,Shipping Update,Low,1.29,Neutral
TICK-102467,2025-04-14 14:53:09.094309,Refund Request,Low,2.03,Negative
TICK-109730,2025-04-14 14:54:33.266094,Refund Request,Medium,1.2,Positive
TICK-103189,2025-04-14 15:02:11.695487,Shipping Update,Medium,2.08,Neutral
TICK-100976,2025-04-14 15:43:17.327631,Shipping Update,Low,0.83,Neutral
TICK-104385,2025-04-14 15:54:08.349638,Technical Issue,Low,20.42,Neutral
TICK-107508,2025-04-14 16:06:35.262263,Shipping Update,High,0.73,Negative
TICK-108758,2025-04-14 17:24:18.996551,Shipping Update,Low,1.07,Neutral
TICK-108030,2025-04-14 18:03:39.904168,Refund Request,Low,1.69,Neutral
